filename,label,ground_truth,predicted_text,cer,wer,lev,acc,time
001_heo-cao-boi_F_crop_0.jpg,brand,HEO CAO BỒI,HEO CAO BỒI,0.0,0.0,0,1,1.335
001_heo-cao-boi_F_crop_1.jpg,name,THỊT VIÊN 3 PHÚT,THỊT VIÊN 3 PHÚT,0.0,0.0,0,1,0.278
001_heo-cao-boi_F_crop_2.jpg,date,150824,1500824,0.16666666666666666,1.0,1,0,0.128
001_heo-cao-boi_F_crop_3.jpg,date,150825,150825,0.0,0.0,0,1,0.113
001_heo-cao-boi_F_crop_4.jpg,weight,200 g,200 g,0.0,0.0,0,1,0.15
001_heo-cao-boi_F_crop_5.jpg,weight,100 g,100 g,0.0,0.0,0,1,0.15
002_mi-ly-modern_F_crop_0.jpg,brand,ACECOOK,ACECOOK,0.0,0.0,0,1,0.156
002_mi-ly-modern_F_crop_1.jpg,name,MÌ LY MODERN,MÌ LY MODERN,0.0,0.0,0,1,0.257
003_banh-crepe-sua-tuoi_B_crop_0.jpg,brand,SweetHome Bakery,Sweetlome Ballong,0.375,1.0,6,0,0.287
003_banh-crepe-sua-tuoi_B_crop_1.jpg,name,BÁNH CREPE SỮA TƯƠI,BÁNH CREPE SỮA Tực!,0.15789473684210525,0.25,3,0,0.309
003_banh-crepe-sua-tuoi_B_crop_2.jpg,weight,80g,809,0.3333333333333333,1.0,1,0,0.113
003_banh-crepe-sua-tuoi_B_crop_3.jpg,date,05/11/2024,05/11/2024,0.0,0.0,0,1,0.164
003_banh-crepe-sua-tuoi_B_crop_4.jpg,date,24h 11/11/2024,203.111724 24h,0.5833333333333334,1.0,7,0,0.258
003_banh-crepe-sua-tuoi_F_crop_0.jpg,brand,SweetHome Bakery,Sweetliome Balley,0.3125,1.0,5,0,0.256
003_banh-crepe-sua-tuoi_F_crop_1.jpg,name,Bánh Crepe Sữa Tươi,Bánh Cược Sữa Tươi,0.21052631578947367,0.25,4,0,0.341
003_che-buoi_F_crop_0.jpg,name,Chè Bưởi,Chê Bười,0.25,1.0,2,0,0.155
003_che-buoi_F_crop_1.jpg,brand,TNT Foods,TNH Foods,0.1111111111111111,0.5,1,0,0.172
003_che-buoi_F_crop_2.jpg,weight,140 g,140 g,0.0,0.0,0,1,0.119
003_che-buoi_F_crop_3.jpg,date,06/11/2024,06/11/2024,0.0,0.0,0,1,0.168
003_che-buoi_F_crop_4.jpg,date,10/11/2024,10/11/2024,0.0,0.0,0,1,0.191
004_cal-cheese_F_crop_0.jpg,brand,MAYORA,MAYORA,0.0,0.0,0,1,0.141
004_cal-cheese_F_crop_1.jpg,weight,48g,48a 489,1.6666666666666667,2.0,5,0,0.166
004_cal-cheese_F_crop_2.jpg,weight,48g,48 g,0.3333333333333333,2.0,1,0,0.136
004_cal-cheese_F_crop_3.jpg,name,Thực Phẩm Bổ Sung Bánh Xốp Kem Phô Mai Cal Cheese,Thực Phầm BỒ Sung Bánh Xốp Kem Phô Mai Cal Cheese,0.04081632653061224,0.18181818181818182,2,0,0.759
004_cal-cheese_F_crop_4.jpg,date,19 08 2024,NAM 8 20,0.6,1.0,6,0,0.195
004_cal-cheese_F_crop_5.jpg,date,10 06 2025,140 20 CA,0.6,1.0,6,0,0.179
005_nabati_F_crop_0.jpg,name,nabati WAFER,nabati WAFER,0.0,0.0,0,1,0.245
006_nabati_B_crop_0.jpg,date,07/10/2025,07/10/2025,0.0,0.0,0,1,0.164
006_nabati_B_crop_1.jpg,date,07/10/2024,07/10/2024,0.0,0.0,0,1,0.158
007_snack-nhan-dau-phong_F_crop_0.jpg,name,SNACK NHÂN ĐẬU PHỘNG,SNACK WHANHAHAN PHỘN,0.4,0.75,8,0,0.341
007_snack-nhan-dau-phong_F_crop_1.jpg,brand,Oishi,Oishi,0.0,0.0,0,1,0.105
008_sting-vang_F_crop_0.jpg,name,STING NƯỚC TĂNG LỰC,LỰC NĂNG LỤC BSVNG,0.8421052631578947,1.0,16,0,0.349
009_sting-vang_B_crop_0.jpg,name,NƯỚC TĂNG LỰC STING,,1.0,1.0,19,0,0.053
009_sting-vang_B_crop_1.jpg,weight,320 ml,TẠC DAM,1.0,1.0,6,0,0.168
010_sting_F_crop_0.jpg,name,STING NƯỚC TĂNG LỰC,NƯỚC NƯỚC NƯỚNH TIVN THANH SPEVER,1.263157894736842,1.25,24,0,0.557
011_sting_B_crop_0.jpg,name,NƯỚC TĂNG LỰC STING HƯƠNG DÂU TÂY ĐỎ,NƯỚC TANG LỤC STING HƯƠNG DÂU TÂY ĐỎ,0.05555555555555555,0.25,2,0,0.553
011_sting_B_crop_1.jpg,weight,320 ml,320 ml,0.0,0.0,0,1,0.163
