filename,label,ground_truth,predicted_text,cer,wer,lev,acc,time
001_heo-cao-boi_F_crop_0.jpg,brand,HEO CAO BỒI,HEO CAO BỒI,0.0,0.0,0,1,1.677
001_heo-cao-boi_F_crop_1.jpg,name,THỊT VIÊN 3 PHÚT,THỊT VIÊN 3 3,0.25,0.25,4,0,0.2
001_heo-cao-boi_F_crop_2.jpg,date,150824,150824,0.0,0.0,0,1,0.092
001_heo-cao-boi_F_crop_3.jpg,date,150825,150825,0.0,0.0,0,1,0.09
001_heo-cao-boi_F_crop_4.jpg,weight,200 g,200 g,0.0,0.0,0,1,0.122
001_heo-cao-boi_F_crop_5.jpg,weight,100 g,100 g,0.0,0.0,0,1,0.116
002_mi-ly-modern_F_crop_0.jpg,brand,ACECOOK,ACECOOK,0.0,0.0,0,1,0.091
002_mi-ly-modern_F_crop_1.jpg,name,MÌ LY MODERN,MÌ,0.8333333333333334,0.6666666666666666,10,0,0.157
003_banh-crepe-sua-tuoi_B_crop_0.jpg,brand,SweetHome Bakery,SweetHome,0.4375,0.5,7,0,0.095
003_banh-crepe-sua-tuoi_B_crop_1.jpg,name,BÁNH CREPE SỮA TƯƠI,BÁNH CREPE TƯƠI TƯƠI,0.21052631578947367,0.25,4,0,0.177
003_banh-crepe-sua-tuoi_B_crop_2.jpg,weight,80g,80,0.3333333333333333,1.0,1,0,0.117
003_banh-crepe-sua-tuoi_B_crop_3.jpg,date,05/11/2024,05/11/2024,0.0,0.0,0,1,0.199
003_banh-crepe-sua-tuoi_B_crop_4.jpg,date,24h 11/11/2024,24/1111/20242024,0.5,1.0,6,0,0.259
003_banh-crepe-sua-tuoi_F_crop_0.jpg,brand,SweetHome Bakery,SweetHome,0.4375,0.5,7,0,0.126
003_banh-crepe-sua-tuoi_F_crop_1.jpg,name,Bánh Crepe Sữa Tươi,Bánh Crepe Sữa Tươi,0.0,0.0,0,1,0.181
003_che-buoi_F_crop_0.jpg,name,Chè Bưởi,Chè Bưởi,0.0,0.0,0,1,0.142
003_che-buoi_F_crop_1.jpg,brand,TNT Foods,TNT Foods,0.0,0.0,0,1,0.148
003_che-buoi_F_crop_2.jpg,weight,140 g,140 g,0.0,0.0,0,1,0.116
003_che-buoi_F_crop_3.jpg,date,06/11/2024,06/11/2024,0.0,0.0,0,1,0.2
003_che-buoi_F_crop_4.jpg,date,10/11/2024,10,0.75,1.0,6,0,0.182
004_cal-cheese_F_crop_0.jpg,brand,MAYORA,MAYORA,0.0,0.0,0,1,0.093
004_cal-cheese_F_crop_1.jpg,weight,48g,48g,0.0,0.0,0,1,0.145
004_cal-cheese_F_crop_2.jpg,weight,48g,48g,0.0,0.0,0,1,0.118
004_cal-cheese_F_crop_3.jpg,name,Thực Phẩm Bổ Sung Bánh Xốp Kem Phô Mai Cal Cheese,Thực Xốp,0.8367346938775511,0.8181818181818182,41,0,0.12
004_cal-cheese_F_crop_4.jpg,date,19 08 2024,19 08 2024,0.0,0.0,0,1,0.171
004_cal-cheese_F_crop_5.jpg,date,10 06 2025,10,0.8,0.6666666666666666,8,0,0.153
005_nabati_F_crop_0.jpg,name,nabati WAFER,nabati,0.5,0.5,6,0,0.145
006_nabati_B_crop_0.jpg,date,07/10/2025,07/10/2025,0.0,0.0,0,1,0.201
006_nabati_B_crop_1.jpg,date,07/10/2024,07/10/2024,0.0,0.0,0,1,0.2
007_snack-nhan-dau-phong_F_crop_0.jpg,name,SNACK NHÂN ĐẬU PHỘNG,NSX TRÁNG CÓ ĐƯỜNG,0.7,1.0,14,0,0.174
007_snack-nhan-dau-phong_F_crop_1.jpg,brand,Oishi,Oishi,0.0,0.0,0,1,0.092
008_sting-vang_F_crop_0.jpg,name,STING NƯỚC TĂNG LỰC,STING NƯỚC TĂNG LỰC,0.0,0.0,0,1,0.193
009_sting-vang_B_crop_0.jpg,name,NƯỚC TĂNG LỰC STING,NƯỚC TĂNG LỰC STING,0.0,0.0,0,1,0.175
009_sting-vang_B_crop_1.jpg,weight,320 ml,320 ml,0.0,0.0,0,1,0.144
010_sting_F_crop_0.jpg,name,STING NƯỚC TĂNG LỰC,STING NƯỚC TĂNG LỰC,0.0,0.0,0,1,0.217
011_sting_B_crop_0.jpg,name,NƯỚC TĂNG LỰC STING HƯƠNG DÂU TÂY ĐỎ,NƯỚC TĂNG STING STING STING HƯƠNG,0.5,0.625,18,0,0.227
011_sting_B_crop_1.jpg,weight,320 ml,320 ml,0.0,0.0,0,1,0.117
012_banh-hoa-cuc_F_crop_0.jpg,brand,Fe'sta,Fe'sta,0.0,0.0,0,1,0.153
012_banh-hoa-cuc_F_crop_1.jpg,name,Hoa cúc ngàn lớp,Hoa,0.8125,0.75,13,0,0.133
013_snack-vi-suon-nuong_F_crop_0.jpg,brand,Lay's,Lay's,0.0,0.0,0,1,0.131
013_snack-vi-suon-nuong_F_crop_1.jpg,name,Vị Sườn Nướng BBQ Brazil,Vị Sườn Sườn Nướng Nướng,0.5833333333333334,0.6,14,0,0.208
014_mentos-keo-ngam-khong-duong_F_crop_0.jpg,name,KẸO NGẬM KHÔNG ĐƯỜNG,KẸO NGẬM KHÔNG KHÔNG,0.15,0.25,3,0,0.2
014_mentos-keo-ngam-khong-duong_F_crop_1.jpg,brand,mentos,mentos,0.0,0.0,0,1,0.102
015_mentos-keo-ngam-khong-duong_B_crop_0.jpg,name,KẸO NGẬM KHÔNG ĐƯỜNG,KẸO NGẬM KHÔNG ĐƯỜNG ĐƯỜNG,0.3,0.25,6,0,0.199
015_mentos-keo-ngam-khong-duong_B_crop_1.jpg,brand,mentos,mentos,0.0,0.0,0,1,0.124
015_mentos-keo-ngam-khong-duong_B_crop_2.jpg,weight,35 g,35 g,0.0,0.0,0,1,0.117
018_himalaya-salt_F_crop_0.jpg,name,HIMALAYA SALT,HIMALAYA SALT,0.0,0.0,0,1,0.169
018_himalaya-salt_F_crop_1.jpg,brand,HIMALAYA Sports,HIMALAYA Sports,0.0,0.0,0,1,0.144
019_himalaya-salt_B_crop_0.jpg,name,HIMALAYA SALT,HIMALAYA SALT,0.0,0.0,0,1,0.125
019_himalaya-salt_B_crop_1.jpg,name,KẸO MUỐI HIMALAYA BẠC HÀ VỊ CHANH,KẸO MUỐI HIMALAYA HIMALAYA HÀ,0.3939393939393939,0.42857142857142855,13,0,0.203
019_himalaya-salt_B_crop_2.jpg,weight,15g,15g,0.0,0.0,0,1,0.144
019_himalaya-salt_B_crop_3.jpg,date,10/09/2024,19/09/2024,0.125,1.0,1,0,0.205
019_himalaya-salt_B_crop_4.jpg,date,09/09/2026,09,0.75,1.0,6,0,0.12
019_himalaya-salt_B_crop_5.jpg,weight,15g,15g,0.0,0.0,0,1,0.12
020_marshmallows_F_crop_0.jpg,name,Teddy MARSHMALLOWS,Teddy MARSHMALLOWS,0.0,0.0,0,1,0.214
021_marshmallows_F_crop_0.jpg,name,Teddy Marshallows,Teddy Marshallows,0.0,0.0,0,1,0.145
021_marshmallows_F_crop_1.jpg,weight,70g,70g,0.0,0.0,0,1,0.124
022_marshmallows_B_crop_0.jpg,date,02/07/2024,02,0.75,1.0,6,0,0.119
022_marshmallows_B_crop_1.jpg,date,01/10/2025,01,0.75,1.0,6,0,0.121
